3335,10818007,2019-08-29,,8月29日开始团购第4季，家家商城本次给大家带来了精选车品有：米其林，博世，路途乐，车佰仕，3M。活动时间：2019年8月29日至9月17日活动规则：请直接点击图片对应的产品购买即可（否则享受不到折扣！！！），本活动团购产品承诺全网平台最低价，自下单购买起保价1个月，如有差价全额补齐。米其林车载冰箱、空气除味剂、外置胎压监测、洗车机。注意：进入网页，还有很多可以参看，不能直接拍，和我联系后，我添加进来再拍，才能享受优惠！博世神翼无骨雨刷器注意：进入网页，还有很多可以参看，不能直接拍，和我联系后，我添加进来再拍，才能享受优惠！路途乐路路熊儿童安全座椅车佰仕汽车丝圈脚垫、车佰仕全包围汽车丝圈脚垫、车佰仕汽车丝圈后备箱垫。注意：进入网页，还有很多可以参看，不能直接拍，和我联系后，我添加进来再拍，才能享受优惠！3M汽车隔热膜经济套餐（玥色系列）、3M汽车隔热膜超值套餐（恒色+玥色系列）、3M汽车隔热膜畅销套餐（恒色系列）、3M汽车隔热膜尊享套餐（晶锐+恒色系列）。（不包除旧，全国包安装）注意：进入网页，还有很多可以参看，不能直接拍，和我联系后，我添加进来再拍，才能享受优惠！联系方式关于本次团购活动如果有任何疑问，都欢迎加家家商城团购用户微信群，内有专属客服为您解答相关问题，群内不定时还有其他福利送出。加群人数过多时，需要加ppdd1314为好友，稍后会邀请入群，不便之处敬请谅解。
3335,4121723,2019-08-29,问,谈好价格以后要哪些赠品实用一些？车友都在4S店要了哪些给力的赠品呢？
3335,4121723,2019-08-29,问,发动机的启停系统想永久关闭，怎么弄？车友们都是通过什么方式的？
3335,9908845,2019-08-29,,官方网站显示8月31号之前购买新创酷会赠送五件奇趣套件，我是拖延症犯了一直没发订车之前在4S的宣传册上看到过，当时问销售，销售也不清楚具体都是些什么提车后就把这事给忘了，看见论坛里的车友都送了手环，记录仪，空气净化器之类的才想起来然后又去问的4S，中间的过程就不说了，最后还是打400解决的最快，补发了一套。。。不过我收到的还是没有手环，其他都有，记录仪，空气净化器，手机支架，防撞条，临时停车牌现在车子才跑了八百多公里，用车感受整体很不错，油耗也满意，这里就不细说了，回头单独发帖详细说我比较好奇随车送的那个智能手环除了解锁功能还有啥值不值得再去问4S要了，我就是嫌麻烦一直没问最后友情提示，新车有味道，安吉星远程控制很不错，可以在上车前，提前打开天窗和车窗通风，这个对于新车来说超级实用
3335,94035707,2019-08-29,问,如题谢谢买了的朋友说下
3335,75218937,2019-08-28,,
3335,102975424,2019-08-28,,创酷极版12.5落地这个可以不
3335,53597422,2019-08-28,精,这辆雪弗兰创酷乃是我人生中第一辆车！要记住！不要在意别人的眼光！你自己看着顺眼，它就是你的家人！三年了！我们来帖子寻找一点存在感！下面先来外观篇！本人比较Ds，直接上图，大家慢慢欣赏哈！??哈哈哈哈创酷你懂的！红眼睛有人在意吗？这是害眼了吗？哈哈要滴眼药水吗？两对LED，不用问了，原来是疝气的两对，为了恶魔眼换掉了，心疼也没办法谁让自己爱作！有人注意嘛，我的尾灯总成换成LED的啦，可能又要说了，好好的换啥换！没办法前几天被追尾了，貌似是天意，走保险换了一对！内饰内饰！三年了！我自己认为！我还是比较爱干净的！因为有强迫症，没办法一礼拜清理一次！此篇致敬一直为我遮风挡雨的伙伴！
3335,11714115,2019-08-28,,今天接到4s电话，把主驾气囊换了，之前看车友们发的帖子说要半小时，我去了不到2分钟搞定，拆下来把新的摁上去就ok，也不用电脑匹配，是这样的吗？怎么感觉有点不放心
3335,29906762,2019-08-28,,
3335,29906762,2019-08-28,,
3335,16490037,2019-08-28,精,这个作业交的晚了点，请大家见谅，我会把这两年的心得分享给大家的，记得那是17年11月底，天空飘着小雪，这天我终于得到了梦寐以求“胖小子”。如图1，激动心颤抖的手，感觉人生已到达高潮，接下来为它沐浴更衣迎接新世界如图2，我是被远光狗欺负过的人，所以我发誓一定要让眼睛亮起来，所以我为胖胖换了一对大眼睛，如图3，自从换了眼睛总是感觉晚上不够黑，遇到远光狗，总是自信满满的和他对视，然后狗狗乖乖的闭上了眼睛，其实我还是个懒人，总是忘记关窗，所以为胖胖安装了一个自动升降窗功能，这个很实用锁门的时候就自动关窗了，值得推荐（想要的喊我），下面来说说总体感觉，优点驾驶感1.4t还是蛮给力的，自重还是很稳合资车的优点，缺点空间感一般，油耗9个油个人驾驶习惯，其他都平平吧，说说第一次亲密接触吧，这事发生在没出满月，是我接触的别人，都说有了第一次亲密接触往后会无所畏惧如图4，破chu以后真是无所畏惧了，往后就是南征北战了，如图5，这趟旅程真的辛苦小胖子了，回来给他来个大保健犒劳一下吧图6，前面说的有点玩笑的成分，请大家谅解，其实人生中的第一辆车是会让你记得一辈子的，因为只有狗狗和爱车不会去挑选自己的主人，只要你不离不弃，它必定生死相依，这句话虽然很土，但是很真实，请珍惜对你不离不弃的“他”。马上中秋节了，祝大家和和美美，健康幸福！
3335,170752275,2019-08-27,,1.3t极版白，欢迎交流。
3335,21479124,2019-08-27,,
3335,2098261,2019-08-27,问,如题，开的好好的，突然时速没有了，开了20几分钟又好了。今天去加油，加满，表上没显得出来！
3335,35909129,2019-08-27,问,逍客车主问个问题？？？创酷到底抖不抖？想换这个车！
3335,54558006,2019-08-27,问,16版的创酷，17年买的车。上下班开得多，到现在开了差不多有三万公里了，油耗7.2L/100KM。每次加油我都会记录下里程表公里数，大概一公里五毛钱左右。除了正常保养没有出现过问题。你们的创酷都开得怎么样？
3335,170575122,2019-08-27,,如题，大家有这个问题吗？提车第三天就发动机启停就不能用了，去4S店说是电瓶电不足，在4S店充电1天半就能用了，隔了一天又不能用了。而且第三方服务的微信绑定不了。显示无法出现二维码，请检查网络或者联系客服。网络肯定没问题，高德都绑定了。但是微信就是不行。我是个案吗？
3335,35817029,2019-08-27,,"小酷改了音响，担心屏机音质太差，一直没换掉原装cd机,但是功能又太单一,连接手机又觉得太小。突然发现手机磁铁架是个好东西,解决一切问题。。"
3335,5239147,2019-08-27,问,北二环4S店销售说上个周末有大型的厂家优惠活动，非要到现场才知道价格，有知道详情的帮忙透露一下活动内容，本人一直关注新创酷的优惠情况。
3335,13979931,2019-08-27,,小弟车子14年底提车至今经历轮胎龟裂刹车抖动如今车子开一段时间油门稍微踩深一点车子停下发动机待机时感觉发动机舱右下方会有噼里啪啦像下冰雹砸到车顶上的那种声音各位车友有没有遇到这样的问题有没有解决方案请赐教！
3335,74507937,2019-08-26,问,创酷原厂行车记录仪内存卡用多少G的比较合适？
3335,14505654,2019-08-26,,很荣幸获得了车载手机支架的评测机会，在等待了多日之后终于等到了快递寄送来的评测产品。整体感觉包装不错，包装盒有产品名称和标识及生产厂家厂址等基本信息，包装盒内有产品合格证，纸盒包装，无减震措施。看材质是ABS工程塑料，耐久度是可以的，但不知冬天是否会较脆断裂，夹子弹簧较紧，万向球头旋转，能够360度旋转，但因为是重力方式所以不适合横置或倒置，且四个圆形橡胶防脱落胶头较窄，不适合有手机壳或皮套的手机，容易滑脱，适合薄型的手机，且承受重力有限。由于我的车是圆形空调出风口，装车试了下，能够夹住叶片，但极易改变方向，圆形出风口不适合此款产品，适合横式出风口的车辆。总体来说，这款产品还是能够适合日常使用的，但只适合横置式的空调出风口，对于圆形的来说还是谨慎购买，对于手机来说，适合不安装手机壳或皮套的手机，也就是说较薄的手机是最合适的。包装盒载明的相关数据：颜色：宝石青，墨尔本红，月光银材质：ABS塑料执行标准号：Q/ZGKJ004-2017（包装盒载明）执行标准：Q/AQL002-2017（包装盒载明）注释：“观悦”“易波”均为该厂家生产。
3335,104217270,2019-08-26,,众所周知，当下年轻人买车看重的不仅仅是时尚的外形，同时还关心车辆的操控体验以及驾乘感受。外观炫酷，性能兼顾，价位适度，这才是年轻人购车的终极需求。而全新一代创酷就刚好满足了年轻消费者的这种需求。“今天你tracker了吗？今天我很tracker”这样的网络流行语真的就很酷！
